Код,Группа,Наименование,Стоимость услуги,Наименование лаборатории,Дата
811014,Кал,Микробиологическое (культуральное) исследование на золотистый стафилококк (Staphylococcus aureus) с определением чувствительности к антимикробным препаратам и бактериофагам,1 050 р.,CMD,17.12.2023
811013,Кал,Микробиологическое (культуральное) исследование на золотистый стафилококк (Staphylococcus aureus) с определением чувствительности к антимикробным препаратам,900 р.,CMD,17.12.2023
049006,Кал,"Норовирус (Norovirus), качественное определение антигена (иммунохроматографический экспресс-метод)",1 230 р.,CMD,17.12.2023
049101,Кал,"Клостридиум диффициле (Clostridium difficile), качественное определение антигена токсина A и токсина B (иммунохроматографический экспресс-метод)",1 230 р.,CMD,17.12.2023
049001,Кал,"Хеликобактер пилори (Helicobacter pylori), качественное определение антигенов (иммунохроматографический экспресс-метод)",990 р.,CMD,17.12.2023
049201,Кал,"Лямблии (Giardia lamblia), качественное определение антигена (иммунохроматографический экспресс-метод)",990 р.,CMD,17.12.2023
049003,Кал,"Криптоспоридии парвум (Cryptosporidium parvum), качественное определение антигена (иммунохроматографический экспресс-метод)",1 030 р.,CMD,17.12.2023
049005,Кал,"Аденовирус (Adenovirus), качественное определение антигена (иммунохроматографический экспресс-метод)",1 030 р.,CMD,17.12.2023
049004,Кал,"Ротавирус (Rotavirus), качественное определение антигена (иммунохроматографический экспресс-метод)",780 р.,CMD,17.12.2023
811016,Кал,Микробиологическое (культуральное) исследование на кампилобактер (Campylobacter spp.) с определением чувствительности к антимикробным препаратам,1 310 р.,CMD,17.12.2023
811015,Кал,Микробиологическое (культуральное) исследование на патогенные иерсинии с определением чувствительности к антимикробным препаратам,1 150 р.,CMD,17.12.2023
811012,Кал,"Микробиологическое (культуральное) исследование на патогенную кишечную флору (Shigella spp., Salmonella spp.) с определением чувствительности к антимикробным препаратам и бактериофагам",1 130 р.,CMD,17.12.2023
811011,Кал,"Микробиологическое (культуральное) исследование на патогенную кишечную флору (Shigella spp., Salmonella spp.) с определением чувствительности к антимикробным препаратам",980 р.,CMD,17.12.2023
811010,Кал,"Микробиологическое (культуральное) исследование на патогенную кишечную флору (Shigella spp., Salmonella spp.). Обследование перед госпитализацией/при других медицинских показаниях",870 р.,CMD,17.12.2023
812004,Желчь,Микробиологическое (культуральное) исследование на аэробную и факультативно-анаэробную флору с определением чувствительности к расширенному спектру антимикробных препаратов и бактериофагам,2 080 р.,CMD,17.12.2023
812003,Желчь,Микробиологическое (культуральное) исследование на аэробную и факультативно-анаэробную флору с определением чувствительности к основному спектру антимикробных препаратов и бактериофагам,1 380 р.,CMD,17.12.2023
812002,Желчь,Микробиологическое (культуральное) исследование на аэробную и факультативно-анаэробную флору с определением чувствительности к расширенному спектру антимикробных препаратов,1 880 р.,CMD,17.12.2023
812001,Желчь,Микробиологическое (культуральное) исследование на аэробную и факультативно-анаэробную флору с определением чувствительности к основному спектру антимикробных препаратов,1 180 р.,CMD,17.12.2023
110317,Микроскопические исследования мазка у мужчин,Микроскопическое исследование секрета предстательной железы в моче,480 р.,CMD,17.12.2023
110316,Микроскопические исследования мазка у мужчин,Микроскопическое исследование мазка c крайней плоти,480 р.,CMD,17.12.2023
110315,Микроскопические исследования мазка у мужчин,Микроскопическое исследование мазка из уретры у мужчин,480 р.,CMD,17.12.2023
110302,Микроскопические исследования мазка у мужчин,Микроскопическое исследование секрета предстательной железы,480 р.,CMD,17.12.2023
110314,Микроскопические исследования мазка у женщин,Микроскопическое исследование мазка из уретры у женщин,485 р.,CMD,17.12.2023
110313,Микроскопические исследования мазка у женщин,Микроскопическое исследование мазка из влагалища,485 р.,CMD,17.12.2023
110312,Микроскопические исследования мазка у женщин,Микроскопическое исследование мазка из цервикального канала,485 р.,CMD,17.12.2023
110311,Микроскопические исследования мазка у женщин,Микроскопическое исследование мазка из влагалища и уретры,485 р.,CMD,17.12.2023
110310,Микроскопические исследования мазка у женщин,Микроскопическое исследование мазка из влагалища и цервикального канала,485 р.,CMD,17.12.2023
110309,Микроскопические исследования мазка у женщин,Микроскопическое исследование мазка из цервикального канала и из влагалища с окраской по Граму (с оценкой по шкале Ньюджента),710 р.,CMD,17.12.2023
110308,Микроскопические исследования мазка у женщин,Микроскопическое исследование мазка из влагалища с окраской по Граму (с оценкой по шкале Ньюджента),655 р.,CMD,17.12.2023
110305,Микроскопические исследования мазка у женщин,"Микроскопическое исследование мазка из влагалища, цервикального канала и уретры",715 р.,CMD,17.12.2023
230054,Микроэлементы. Кровь,Цинк,990 р.,CMD,17.12.2023
230053,Микроэлементы. Кровь,Хром,990 р.,CMD,17.12.2023
230052,Микроэлементы. Кровь,Тяжелые металлы и микроэлементы (комплекс 27),5 546 р.,CMD,17.12.2023
230047,Микроэлементы. Кровь,Сурьма,990 р.,CMD,17.12.2023
230046,Микроэлементы. Кровь,Серебро,990 р.,CMD,17.12.2023
230045,Микроэлементы. Кровь,Платина,990 р.,CMD,17.12.2023
230044,Микроэлементы. Кровь,Олово,990 р.,CMD,17.12.2023
230043,Микроэлементы. Кровь,Магний,990 р.,CMD,17.12.2023
230042,Микроэлементы. Кровь,Литий,990 р.,CMD,17.12.2023
230041,Микроэлементы. Кровь,Кальций,990 р.,CMD,17.12.2023
230040,Микроэлементы. Кровь,Калий,990 р.,CMD,17.12.2023
230037,Микроэлементы. Кровь,Железо,990 р.,CMD,17.12.2023
230036,Микроэлементы. Кровь,Висмут,990 р.,CMD,17.12.2023
230035,Микроэлементы. Кровь,Ванадий,990 р.,CMD,17.12.2023
230034,Микроэлементы. Кровь,Бериллий,990 р.,CMD,17.12.2023
230033,Микроэлементы. Кровь,Барий,990 р.,CMD,17.12.2023
230050,Микроэлементы. Кровь,"Йод в крови (Iodine, I)",990 р.,CMD,17.12.2023
230039,Микроэлементы. Кровь,"Свинец в крови (Lead, Pb)",990 р.,CMD,17.12.2023
230014,Микроэлементы. Кровь,"Ртуть в крови (Mercury, Hg)",990 р.,CMD,17.12.2023
230013,Микроэлементы. Кровь,"Таллий в крови (Thallium, Tl)",990 р.,CMD,17.12.2023
230012,Микроэлементы. Кровь,"Селен в крови (Selenium, Se)",990 р.,CMD,17.12.2023
230011,Микроэлементы. Кровь,"Никель в крови (Nickel, Ni)",990 р.,CMD,17.12.2023
230010,Микроэлементы. Кровь,"Мышьяк в крови (Arsenic, As)",990 р.,CMD,17.12.2023
230009,Микроэлементы. Кровь,"Молибден в крови (Molybdenum, Mo)",990 р.,CMD,17.12.2023
230008,Микроэлементы. Кровь,"Медь в крови (Copper, Cu)",990 р.,CMD,17.12.2023
230007,Микроэлементы. Кровь,"Марганец в крови (Manganese, Mn)",990 р.,CMD,17.12.2023
230006,Микроэлементы. Кровь,"Кобальт в крови (Cobalt, Co)",990 р.,CMD,17.12.2023
230005,Микроэлементы. Кровь,"Кадмий в крови (Cadmium, Cd)",990 р.,CMD,17.12.2023
230004,Микроэлементы. Кровь,"Золото в крови (Gold, Au)",990 р.,CMD,17.12.2023
230003,Микроэлементы. Кровь,Токсичные и условно эссенциальные микроэлементы + эссенциальные (комплекс 10),3 575 р.,CMD,17.12.2023
230002,Микроэлементы. Кровь,Токсичные и условно эссенциальные микроэлементы (комплекс 6),3 025 р.,CMD,17.12.2023
230001,Микроэлементы. Кровь,Эссенциальные микроэлементы (комплекс 4),2 475 р.,CMD,17.12.2023
230088,Микроэлементы. Моча,Хром,990 р.,CMD,17.12.2023
230087,Микроэлементы. Моча,Сурьма,990 р.,CMD,17.12.2023
230086,Микроэлементы. Моча,Платина,990 р.,CMD,17.12.2023
230085,Микроэлементы. Моча,Олово,990 р.,CMD,17.12.2023
230084,Микроэлементы. Моча,Молибден,990 р.,CMD,17.12.2023
230083,Микроэлементы. Моча,Йод,990 р.,CMD,17.12.2023
230082,Микроэлементы. Моча,Ванадий,990 р.,CMD,17.12.2023
230081,Микроэлементы. Моча,Бериллий,990 р.,CMD,17.12.2023
230080,Микроэлементы. Моча,Барий,990 р.,CMD,17.12.2023
230031,Микроэлементы. Моча,Тяжелые металлы и микроэлементы (комплекс 22),4 616 р.,CMD,17.12.2023
230030,Микроэлементы. Моча,Цинк в моче (Zink),990 р.,CMD,17.12.2023
230029,Микроэлементы. Моча,Таллий в моче (Thallium),990 р.,CMD,17.12.2023
230028,Микроэлементы. Моча,Селен в моче (Selenium),990 р.,CMD,17.12.2023
230027,Микроэлементы. Моча,Свинец в моче (Lead),990 р.,CMD,17.12.2023
230026,Микроэлементы. Моча,Ртуть в моче (Mercury),990 р.,CMD,17.12.2023
230025,Микроэлементы. Моча,Никель в моче (Nickel),990 р.,CMD,17.12.2023
230024,Микроэлементы. Моча,Мышьяк в моче (Arsenic),990 р.,CMD,17.12.2023
230023,Микроэлементы. Моча,Медь в моче (Copper),990 р.,CMD,17.12.2023
230022,Микроэлементы. Моча,Марганец в моче (Manganese),990 р.,CMD,17.12.2023
230021,Микроэлементы. Моча,Кобальт в моче (Cobalt),990 р.,CMD,17.12.2023
230020,Микроэлементы. Моча,Кадмий в моче (Cadmium),990 р.,CMD,17.12.2023
230019,Микроэлементы. Моча,Железо в моче (Ferrum),990 р.,CMD,17.12.2023
230018,Микроэлементы. Моча,Алюминий в моче (Aluminum),990 р.,CMD,17.12.2023
230017,Микроэлементы. Моча,Токсичные и условно эссенциальные микроэлементы + эссенциальные (комплекс 13),3 730 р.,CMD,17.12.2023
230016,Микроэлементы. Моча,Токсичные и условно эссенциальные микроэлементы (комплекс 7),3 080 р.,CMD,17.12.2023
230015,Микроэлементы. Моча,Эссенциальные микроэлементы (комплекс 6),3 025 р.,CMD,17.12.2023
230129,Микроэлементы. Волосы,"Цинк в волосах (Zink, Zn)",990 р.,CMD,17.12.2023
230128,Микроэлементы. Волосы,"Фосфор в волосах (Phosphorus, P)",990 р.,CMD,17.12.2023
230127,Микроэлементы. Волосы,"Олово в волосах (Tin, Sn)",990 р.,CMD,17.12.2023
230126,Микроэлементы. Волосы,"Натрий в волосах (Sodium, Na)",990 р.,CMD,17.12.2023
230125,Микроэлементы. Волосы,"Медь в волосах (Copper, Cu)",990 р.,CMD,17.12.2023
230124,Микроэлементы. Волосы,"Магний в волосах (Magnesium, Mg)",990 р.,CMD,17.12.2023
230123,Микроэлементы. Волосы,"Кальций в волосах (Calcium, Ca)",990 р.,CMD,17.12.2023
230122,Микроэлементы. Волосы,"Калий в волосах (Potassium, K)",990 р.,CMD,17.12.2023
230121,Микроэлементы. Волосы,"Йод в волосах (Iodine, I)",990 р.,CMD,17.12.2023
230120,Микроэлементы. Волосы,"Железо в волосах (Ferrum, Fe)",990 р.,CMD,17.12.2023
230119,Микроэлементы. Волосы,"Ванадий в волосах (Vanadium, V)",990 р.,CMD,17.12.2023
230118,Микроэлементы. Волосы,"Бериллий в волосах (Beryllium, Be)",990 р.,CMD,17.12.2023
230117,Микроэлементы. Волосы,"Свинец в волосах (Lead, Pb)",990 р.,CMD,17.12.2023
230116,Микроэлементы. Волосы,"Ртуть в волосах (Mercury, Hg)",990 р.,CMD,17.12.2023
230114,Микроэлементы. Волосы,"Кадмий в волосах (Cadmium, Cd)",990 р.,CMD,17.12.2023
230112,Микроэлементы. Волосы,"Селен в волосах (Selenium, Se)",990 р.,CMD,17.12.2023
230111,Микроэлементы. Волосы,"Мышьяк в волосах (Arsenic, As)",990 р.,CMD,17.12.2023
230110,Микроэлементы. Волосы,"Никель в волосах (Nickel, Ni)",990 р.,CMD,17.12.2023
230109,Микроэлементы. Волосы,"Кобальт в волосах (Cobalt, Co)",990 р.,CMD,17.12.2023
230108,Микроэлементы. Волосы,"Марганец в волосах (Manganese, Mn)",990 р.,CMD,17.12.2023
230107,Микроэлементы. Волосы,"Хром в волосах (Chromium,Cr)",990 р.,CMD,17.12.2023
230105,Микроэлементы. Волосы,"Кремний в волосах (Silicon, Si)",990 р.,CMD,17.12.2023
230104,Микроэлементы. Волосы,"Алюминий в волосах (Aluminium, Al)",990 р.,CMD,17.12.2023
230103,Микроэлементы. Волосы,"Бор в волосах (Boron, B)",990 р.,CMD,17.12.2023
230102,Микроэлементы. Волосы,"Литий в волосах (Lithium, Li)",990 р.,CMD,17.12.2023
230101,Микроэлементы. Волосы,"Тяжелые металлы и микроэлементы (комплекс 25), волосы",5 135 р.,CMD,17.12.2023
230100,Микроэлементы. Волосы,"Тяжелые металлы и микроэлементы (комплекс 40), волосы",7 195 р.,CMD,17.12.2023
230229,Микроэлементы. Ногти,"Цинк в ногтях (Zink, Zn)",990 р.,CMD,17.12.2023
230228,Микроэлементы. Ногти,"Фосфор в ногтях (Phosphorus, P)",990 р.,CMD,17.12.2023
230227,Микроэлементы. Ногти,"Олово в ногтях (Tin, Sn)",990 р.,CMD,17.12.2023
230226,Микроэлементы. Ногти,"Натрий в ногтях (Sodium, Na)",990 р.,CMD,17.12.2023
230225,Микроэлементы. Ногти,"Медь в ногтях (Copper, Cu)",990 р.,CMD,17.12.2023
230224,Микроэлементы. Ногти,"Магний в ногтях (Magnesium, Mg)",990 р.,CMD,17.12.2023
230223,Микроэлементы. Ногти,"Кальций в ногтях (Calcium, Ca)",990 р.,CMD,17.12.2023
230222,Микроэлементы. Ногти,"Калий в ногтях (Potassium, K)",990 р.,CMD,17.12.2023
230221,Микроэлементы. Ногти,"Йод в ногтях (Iodine, I)",990 р.,CMD,17.12.2023
230220,Микроэлементы. Ногти,"Железо в ногтях (Ferrum, Fe)",990 р.,CMD,17.12.2023
230219,Микроэлементы. Ногти,"Ванадий в ногтях (Vanadium, V)",990 р.,CMD,17.12.2023
230218,Микроэлементы. Ногти,"Бериллий в ногтях (Beryllium, Be)",990 р.,CMD,17.12.2023
230217,Микроэлементы. Ногти,"Свинец в ногтях (Lead, Pb)",990 р.,CMD,17.12.2023
230216,Микроэлементы. Ногти,"Ртуть в ногтях (Mercury, Hg)",990 р.,CMD,17.12.2023
230214,Микроэлементы. Ногти,"Кадмий в ногтях (Cadmium, Cd)",990 р.,CMD,17.12.2023
230212,Микроэлементы. Ногти,"Селен в ногтях (Selenium, Se)",990 р.,CMD,17.12.2023
230211,Микроэлементы. Ногти,"Мышьяк в ногтях (Arsenic, As)",990 р.,CMD,17.12.2023
230210,Микроэлементы. Ногти,"Никель в ногтях (Nickel, Ni)",990 р.,CMD,17.12.2023
230209,Микроэлементы. Ногти,"Кобальт в ногтях (Cobalt, Co)",990 р.,CMD,17.12.2023
230208,Микроэлементы. Ногти,"Марганец в ногтях (Manganese, Mn)",990 р.,CMD,17.12.2023
230207,Микроэлементы. Ногти,"Хром в ногтях (Chromium,Cr)",990 р.,CMD,17.12.2023
230205,Микроэлементы. Ногти,"Кремний в ногтях (Silicon, Si)",990 р.,CMD,17.12.2023
230204,Микроэлементы. Ногти,"Алюминий в ногтях (Aluminium, Al)",990 р.,CMD,17.12.2023
230203,Микроэлементы. Ногти,"Бор в ногтях (Boron, B)",990 р.,CMD,17.12.2023
230202,Микроэлементы. Ногти,"Литий в ногтях (Lithium, Li)",990 р.,CMD,17.12.2023
230201,Микроэлементы. Ногти,"Тяжелые металлы и микроэлементы (комплекс 25), ногти",5 135 р.,CMD,17.12.2023
230200,Микроэлементы. Ногти,"Тяжелые металлы и микроэлементы (комплекс 40), ногти",7 195 р.,CMD,17.12.2023
031218,Маркеры папилломавирусной инфекции,ВПЧ-тест (с определением количества и отдельным выявлением 16 и 18 типов вируса),1 360 р.,CMD,17.12.2023
031210,Маркеры папилломавирусной инфекции,ВПЧ-тест расширенный (с определением количества и типа вируса),1 670 р.,CMD,17.12.2023
031207,Маркеры папилломавирусной инфекции,"Вирус папилломы человека (Human papillomovirus, HPV, ВПЧ) 16/18, количественное определение ДНК",490 р.,CMD,17.12.2023
031206,Маркеры папилломавирусной инфекции,"Вирус папилломы человека (Human papillomavirus, HPV, ВПЧ) высокого канцерогенного риска (16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 68), суммарное количественное определение ДНК",1 030 р.,CMD,17.12.2023
031223,Комплексные скрининговые исследования,ВПЧ-ПАП-тест жидкостный с определением коэкспрессии онкобелков p16/Ki67,10 955 р.,CMD,17.12.2023
031216,Комплексные скрининговые исследования,Коэкспрессия онкобелков p16/Ki67,7 765 р.,CMD,17.12.2023
031214,Комплексные скрининговые исследования,Жидкостная цитология. ПАП-тест,2 320 р.,CMD,17.12.2023
031212,Комплексные скрининговые исследования,Жидкостная цитология. ВПЧ-ПАП-тест (комплекс тестов: ВПЧ расширенный с определением количества и типа вируса + ПАП-тест),3 190 р.,CMD,17.12.2023
190217,Молекулярно-цитогенетические исследования (FISH),Молекулярно-цитогенетическое исследование хориона при неразвивающейся беременности на наиболее частые анеуплоидии (FISH),19 350 р.,CMD,17.12.2023
190213,Молекулярно-цитогенетические исследования (FISH),Молекулярно-цитогенетическое исследование Y хромосомы (Y(q12)),11 165 р.,CMD,17.12.2023
190212,Молекулярно-цитогенетические исследования (FISH),Молекулярно-цитогенетическое исследование 5й хромосомы. Диагностика синдрома «кошачьего крика» (5p15.2),11 165 р.,CMD,17.12.2023
190211,Молекулярно-цитогенетические исследования (FISH),Молекулярно-цитогенетическое исследование 4й хромосомы. Диагностика синдрома Вольфа-Хиршхорна (4p16.3),11 165 р.,CMD,17.12.2023
190210,Молекулярно-цитогенетические исследования (FISH),Молекулярно-цитогенетическая диагностика хромосомной патологии SRY/X,11 165 р.,CMD,17.12.2023
190209,Молекулярно-цитогенетические исследования (FISH),Молекулярно-цитогенетическое исследование 15й хромосомы. Диагностика синдромов Прадера-Вилли/Ангельмана (15q11-q13),11 165 р.,CMD,17.12.2023
190208,Молекулярно-цитогенетические исследования (FISH),Молекулярно-цитогенетическое исследование 22й хромосомы. Диагностика синдрома ДиДжорджи (22q11.2),11 165 р.,CMD,17.12.2023
190206,Молекулярно-цитогенетические исследования (FISH),"Молекулярно-цитогенетическая диагностика распространенных хромосомных нарушений (анеуплоидий) по 13, 18, 21, X, Y - хромосом",26 610 р.,CMD,17.12.2023
300248,Диагностика COVID-19,COVID-19. Система гемостаза,2 655 р.,CMD,17.12.2023
300247,Диагностика COVID-19,COVID-19. Определение антител к SARS-CoV-2: IgM к S-белку; IgG к нуклеокапсидному белку; IgG к RBD-домену S-белка,2 660 р.,CMD,17.12.2023
300246,Диагностика COVID-19,COVID-19. Определение антител к SARS-CoV-2: IgG к нуклеокапсидному белку и IgG к RBD-домену S-белка,1 845 р.,CMD,17.12.2023
300245,Диагностика COVID-19,COVID-19. Определение антител к SARS-CoV-2: IgM к S-белку и IgG к RBD-домену S-белка,1 950 р.,CMD,17.12.2023
300236,Диагностика COVID-19,COVID-19. Определение антител к SARS-CoV-2: IgM к S-белку и IgG к нуклеокапсидному белку,1 570 р.,CMD,17.12.2023
250026,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),"Гидроксигуанозины, индикаторы окислительного повреждения нуклеиновых кислот (3 параметра)",2 290 р.,CMD,17.12.2023
250013,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),"Комплексное определение уровня жиро- и водорастворимых витаминов (А, D, E, K, B1, B5, B6, C) методом ВЭЖХ",14 520 р.,CMD,17.12.2023
250012,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),"Комплексное определение уровня водорастворимых витаминов (В1, В5, В6, С) методом ВЭЖХ",7 745 р.,CMD,17.12.2023
250011,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),"Комплексное определение уровня жирорастворимых витаминов (А, D, Е, К) методом ВЭЖХ",7 745 р.,CMD,17.12.2023
250025,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),"Оксидативный стресс, 7 показателей в крови методом ВЭЖХ",13 600 р.,CMD,17.12.2023
250004,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня витамина B6 (пиридоксин) методом ВЭЖХ,2 430 р.,CMD,17.12.2023
250023,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня 25-ОН витамина D (D2 и D3 раздельное определение) методом ВЭЖХ-МС,3 100 р.,CMD,17.12.2023
250022,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня витамина 1.25-дигидрокси D3 (кальцитриола) методом ВЭЖХ-МС,2 380 р.,CMD,17.12.2023
250024,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня витамина B7 (биотин) методом ВЭЖХ,2 345 р.,CMD,17.12.2023
250021,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня общего L-карнитина методом ВЭЖХ,2 430 р.,CMD,17.12.2023
250020,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня Бета-каротина методом ВЭЖХ,2 430 р.,CMD,17.12.2023
250019,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня общего коэнзима Q10 методом ВЭЖХ,3 390 р.,CMD,17.12.2023
250018,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня витамина В3 (ниацин) методом ВЭЖХ,2 430 р.,CMD,17.12.2023
250017,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня витамина В2 (рибофлавин) методом ВЭЖХ,2 430 р.,CMD,17.12.2023
250010,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня витамина K (филлохинон) методом ВЭЖХ,2 430 р.,CMD,17.12.2023
250009,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня витамина E (токоферол) методом ВЭЖХ,2 430 р.,CMD,17.12.2023
250007,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня витамина C (аскорбиновая кислота) методом ВЭЖХ,2 430 р.,CMD,17.12.2023
250003,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня витамина B5 (пантотеновая кислота) методом ВЭЖХ,2 430 р.,CMD,17.12.2023
250002,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня витамина B1 (тиамин) методом ВЭЖХ,2 430 р.,CMD,17.12.2023
250001,Витамины и витаминоподобные соединения (метод высокоэффективной жидкостной хроматографии),Определение уровня витамина A (ретинол) методом ВЭЖХ,2 430 р.,CMD,17.12.2023
250060,Жирные кислоты (метод газовой хроматографии с масс-селективным детектированием),Развернутая оценка мембранного и мобильного (липопротеидного и свободно-жирнокислотного) пулов жирных кислот (ЖК) в цельной крови методом ГХ-МС,11 100 р.,CMD,17.12.2023
250059,Жирные кислоты (метод газовой хроматографии с масс-селективным детектированием),Полиненасыщенные (эссенциальные) жирные кислоты (ЖК) семейства Омега-3 и Омега-6 в цельной крови методом ГХ-ПИД,6 750 р.,CMD,17.12.2023
250050,Жирные кислоты (метод газовой хроматографии с масс-селективным детектированием),Определение Омега-3 индекса в цельной крови и эритроцитарных мембранах методом ГХ-ПИД,4 195 р.,CMD,17.12.2023
250055,Жирные кислоты (метод газовой хроматографии с масс-селективным детектированием),Комплексное определение концентрации органических кислот методом ГХ-МС (28 параметров),4 655 р.,CMD,17.12.2023
250054,Жирные кислоты (метод газовой хроматографии с масс-селективным детектированием),Комплексное определение концентрации жирных кислот методом ГХ-МС (15 параметров),4 655 р.,CMD,17.12.2023
250053,Жирные кислоты (метод газовой хроматографии с масс-селективным детектированием),Комплексное определение концентрации ненасыщенных жирных кислот семейства Омега-6 методом ГХ-МС (7 параметров),4 125 р.,CMD,17.12.2023
250052,Жирные кислоты (метод газовой хроматографии с масс-селективным детектированием),Определение Омега-3 индекса (отношение суммы ЕРА и DHA к общему содержанию жирных кислот) методом ГХ-МС,4 565 р.,CMD,17.12.2023
250051,Жирные кислоты (метод газовой хроматографии с масс-селективным детектированием),Комплексное определение концентрации ненасыщенных жирных кислот семейства Омега-3 методом ГХ-МС (3 параметра),4 390 р.,CMD,17.12.2023
300070,Диагностика сердечно-сосудистых заболеваний,Риск развития атеросклероза (расширенная),3 675 р.,CMD,17.12.2023
300007,Диагностика сердечно-сосудистых заболеваний,Риск развития атеросклероза (скрининг),980 р.,CMD,17.12.2023
300445,Диагностика нейроэндокринных опухолей,"Катехоламины (адреналин, норадреналин, дофамин) и серотонин",2 690 р.,CMD,17.12.2023
300444,Диагностика нейроэндокринных опухолей,"Промежуточные метаболиты катехоламинов: метанефрин и норметанефрин, общие",2 850 р.,CMD,17.12.2023
300043,Диагностика нейроэндокринных опухолей,"Промежуточные метаболиты катехоламинов: метанефрин и норметанефрин, свободные",2 510 р.,CMD,17.12.2023
300041,Диагностика нейроэндокринных опухолей,"Метаболиты катехоламинов и серотонина (ГВК, ВМК, 5-ОИУК)",2 990 р.,CMD,17.12.2023
300040,Диагностика нейроэндокринных опухолей,"Катехоламины (адреналин, норадреналин, дофамин)",2 240 р.,CMD,17.12.2023
300022,Диагностика нейроэндокринных опухолей,"Катехоламины (адреналин, норадреналин, дофамин) и серотонин",2 510 р.,CMD,17.12.2023
210011,Неинвазивная диагностика заболеваний печени,Комплекс тестов для расчета индексов поражения печени по методике НЭШ-ФиброТест. (Содержит интерпретацию результата в виде графического файла) (с 18 лет),12 350 р.,CMD,17.12.2023
210010,Неинвазивная диагностика заболеваний печени,Комплекс тестов для расчета индекса фиброза печени по методике ФиброТест. (Содержит интерпретацию результата в виде графического файла) (от 2-х лет и старше),11 550 р.,CMD,17.12.2023
240013,Диагностика хронического злоупотребления алкоголем,Определение карбогидрат-дефицитного трансферрина (CDT),2 950 р.,CMD,17.12.2023
250064,Аминокислоты,Аргинины (3 параметра),2 290 р.,CMD,17.12.2023
250062,Аминокислоты,Комплексное определение концентрации аминокислот в плазме методом ВЭЖХ-МС (48 параметров),5 980 р.,CMD,17.12.2023
250061,Аминокислоты,Комплексное определение концентрации аминокислот в моче методом ИОХ-УФ (31 параметр),5 300 р.,CMD,17.12.2023
250063,Комплексное определение органических кислот,Комплексное определение концентрации органических кислот в моче методом ГХ-МС (60 параметров),8 900 р.,CMD,17.12.2023
060252,Стероидный профиль,Стероидный профиль в слюне методом ВЭЖХ-МС (8 параметров),5 000 р.,CMD,17.12.2023
060251,Стероидный профиль,Стероидный профиль в слюне методом ВЭЖХ-МС (4 параметра),3 250 р.,CMD,17.12.2023
060250,Стероидный профиль,Стероидный профиль в крови методом ВЭЖХ-МС (12 параметров),5 600 р.,CMD,17.12.2023
150665,"Аллергены пыльцы злаковых трав, определение специфических IgE",Лисохвост луговой Ig E,860 р.,CMD,17.12.2023
150664,"Аллергены пыльцы злаковых трав, определение специфических IgE",Овес культивированный Ig E,860 р.,CMD,17.12.2023
150663,"Аллергены пыльцы злаковых трав, определение специфических IgE",Костер полевой Ig E,860 р.,CMD,17.12.2023
150662,"Аллергены пыльцы злаковых трав, определение специфических IgE",Гречка заметная Ig E,860 р.,CMD,17.12.2023
150661,"Аллергены пыльцы злаковых трав, определение специфических IgE",Пшеница культивированная Ig E,860 р.,CMD,17.12.2023
150660,"Аллергены пыльцы злаковых трав, определение специфических IgE",Тростник обыкновенный Ig E,860 р.,CMD,17.12.2023
150659,"Аллергены пыльцы злаковых трав, определение специфических IgE",Бухарник шерстистый Ig E,860 р.,CMD,17.12.2023
150658,"Аллергены пыльцы злаковых трав, определение специфических IgE",Сорго Ig E,860 р.,CMD,17.12.2023
150657,"Аллергены пыльцы злаковых трав, определение специфических IgE",Мятлик луговой Ig E,860 р.,CMD,17.12.2023
150655,"Аллергены пыльцы злаковых трав, определение специфических IgE",Овсяница луговая Ig E,860 р.,CMD,17.12.2023
150654,"Аллергены пыльцы злаковых трав, определение специфических IgE",Свинорой пальчатый Ig E,860 р.,CMD,17.12.2023
150653,"Аллергены пыльцы злаковых трав, определение специфических IgE",Колосок душистый Ig E,860 р.,CMD,17.12.2023
